Category,Item,Total Spent,Transaction Date
Groceries,Milk,27.95,2023-09-21
Housing,Mortgage,1675.25,2023-08-07
Dining,Restaurant,26.85,2023-05-05
Dining,Food Delivery,8.59,2024-01-29
Subscriptions,Gym Membership,24.3,2024-04-11
Transportation,Fuel,100.96,2023-01-21
Dining,Fast Food,103.29,2024-01-01
Groceries,Rice,94.1,2023-05-02
Utilities,Gas Bill,236.71,2023-05-26
Groceries,Eggs,11.07,2023-04-29
Other,Misc Expense,134.51,2023-05-29
Dining,Restaurant,3.65,2023-01-10
Utilities,Water Bill,245.43,2024-10-26
Subscriptions,Spotify,10.48,2023-08-05
Housing,Rent,1811.98,2024-08-14
Utilities,Gas Bill,94.42,2023-03-09
Utilities,Electricity Bill,230.83,2024-03-11
Subscriptions,Netflix,16.07,2023-08-23
Groceries,Bread,17.84,2023-03-14
Dining,Fast Food,108.8,2024-07-17
Dining,Food Delivery,45.75,2024-12-31
Other,Online Purchase,36.97,2024-09-21
Other,Misc Expense,37.2,2024-07-17
Groceries,Milk,3.46,2023-01-18
Other,Online Purchase,132.43,2023-10-10
Dining,Fast Food,41.16,2023-06-09
Dining,Food Delivery,123.58,2024-08-22
Other,Misc Expense,128.76,2023-05-06
Transportation,Fuel,39.28,2023-12-12
Transportation,Uber Ride,23.11,2023-03-20
Dining,Fast Food,51.44,2023-04-11
Utilities,Water Bill,198.32,2024-05-24
Subscriptions,Netflix,14.09,2024-01-21
Other,Online Purchase,115.08,2024-09-04
Dining,Restaurant,36.38,2024-01-28
Groceries,Bread,46.46,2023-10-27
Dining,Food Delivery,126.86,2024-01-14
Other,Misc Expense,65.16,2024-04-18
Dining,Restaurant,8.39,2023-03-08
Dining,Restaurant,7.02,2023-07-28
Groceries,Chicken,71.19,2024-01-06
Dining,Fast Food,113.94,2024-05-07
Subscriptions,Gym Membership,21.84,2023-03-04
Utilities,Electricity Bill,97.52,2023-08-22
Subscriptions,Netflix,36.1,2023-10-31
Other,Online Purchase,126.56,2024-05-30
Other,Misc Expense,106.73,2024-11-18
Utilities,Internet Bill,153.78,2023-12-07
Transportation,Fuel,103.73,2024-02-17
Utilities,Internet Bill,143.56,2023-11-04
Groceries,Rice,64.24,2023-09-14
Utilities,Electricity Bill,226.32,2024-11-30
Utilities,Water Bill,44.87,2024-12-24
Utilities,Gas Bill,150.67,2024-02-15
Dining,Fast Food,104.67,2024-01-02
Subscriptions,Netflix,23.52,2024-05-31
Other,Misc Expense,92.29,2024-02-21
Housing,Rent,1323.82,2024-06-19
Dining,Food Delivery,102.88,2023-06-30
Groceries,Vegetables,52.19,2024-01-15
Other,Online Purchase,41.18,2023-12-22
Other,Online Purchase,104.03,2024-09-10
Other,Online Purchase,72.72,2024-08-14
Dining,Food Delivery,15.32,2023-12-02
Subscriptions,Spotify,14.01,2023-01-10
Transportation,Train Ticket,103.23,2023-11-26
Dining,Fast Food,11.49,2024-04-30
Subscriptions,Gym Membership,22.49,2023-12-14
Transportation,Bus Pass,26.34,2023-03-20
Subscriptions,Gym Membership,13.44,2024-06-23
Transportation,Train Ticket,127.23,2024-05-03
Utilities,Internet Bill,58.65,2023-07-31
Utilities,Electricity Bill,68.6,2024-10-20
Utilities,Internet Bill,197.55,2024-04-20
Other,Misc Expense,98.73,2024-05-16
Dining,Food Delivery,20.74,2024-05-18
Groceries,Rice,27.16,2023-10-29
Utilities,Gas Bill,89.01,2024-07-19
Dining,Food Delivery,84.36,2023-02-03
Transportation,Train Ticket,141.18,2024-03-11
Subscriptions,Netflix,34.98,2023-07-03
Utilities,Electricity Bill,194.31,2024-08-05
Other,Online Purchase,17.06,2023-09-30
Utilities,Internet Bill,212.34,2023-03-04
Dining,Food Delivery,6.72,2023-03-15
Dining,Fast Food,132.88,2023-01-20
Utilities,Electricity Bill,72.68,2023-02-10
Transportation,Uber Ride,141.38,2023-10-26
Subscriptions,Netflix,19.46,2024-04-14
Utilities,Gas Bill,112.88,2023-08-18
Other,Online Purchase,129.86,2024-03-27
Utilities,Gas Bill,125.31,2023-09-05
Subscriptions,Netflix,38.53,2023-02-03
Housing,Mortgage,1055.13,2023-03-04
Utilities,Gas Bill,164.8,2024-07-17
Transportation,Uber Ride,105.74,2023-08-13
Housing,Rent,1581.0,2024-05-20
Utilities,Electricity Bill,155.97,2024-02-01
Utilities,Gas Bill,95.66,2024-07-30
Other,Misc Expense,11.75,2024-03-16
Housing,Mortgage,1504.23,2023-06-25
Dining,Restaurant,84.29,2023-11-08
Transportation,Train Ticket,89.45,2023-09-29
Subscriptions,Gym Membership,18.08,2024-04-08
Housing,Rent,1364.58,2023-11-05
Other,Online Purchase,64.55,2024-05-22
Transportation,Fuel,127.43,2023-01-23
Utilities,Electricity Bill,176.32,2023-04-16
Subscriptions,Netflix,10.81,2023-03-21
Transportation,Bus Pass,132.67,2023-09-01
Subscriptions,Netflix,23.98,2023-02-05
Subscriptions,Netflix,10.49,2023-07-17
Utilities,Water Bill,240.63,2023-09-08
Transportation,Uber Ride,8.99,2024-01-19
Housing,Mortgage,1962.8,2023-04-27
Subscriptions,Gym Membership,16.82,2023-12-03
Other,Online Purchase,36.23,2024-02-19
Subscriptions,Gym Membership,33.3,2023-10-19
Housing,Rent,1657.07,2023-09-09
Utilities,Water Bill,84.18,2023-06-17
Subscriptions,Spotify,33.41,2023-01-28
Transportation,Train Ticket,21.0,2023-10-03
Other,Misc Expense,16.3,2024-08-16
Groceries,Rice,117.67,2024-09-04
Dining,Fast Food,136.43,2024-09-18
Subscriptions,Gym Membership,6.98,2023-05-27
Utilities,Internet Bill,46.56,2024-04-15
Transportation,Bus Pass,43.84,2023-03-09
Groceries,Rice,29.79,2023-10-02
Housing,Rent,1862.36,2023-12-17
Subscriptions,Netflix,11.33,2024-04-02
Groceries,Vegetables,36.67,2024-05-08
Transportation,Train Ticket,109.21,2023-05-12
Dining,Fast Food,72.6,2023-06-04
Housing,Mortgage,744.04,2023-05-26
Housing,Rent,1196.01,2024-04-04
Other,Online Purchase,6.89,2024-08-07
Subscriptions,Netflix,35.78,2023-10-03
Transportation,Train Ticket,42.76,2023-07-15
Utilities,Electricity Bill,182.04,2023-12-06
Transportation,Uber Ride,49.72,2023-10-05
Utilities,Water Bill,170.77,2023-11-03
Utilities,Electricity Bill,127.16,2024-08-28
Dining,Food Delivery,23.53,2024-04-22
Subscriptions,Netflix,30.94,2023-05-15
Utilities,Electricity Bill,81.98,2023-09-18
Housing,Mortgage,1355.58,2023-04-23
Subscriptions,Netflix,38.92,2023-11-06
Other,Misc Expense,75.42,2024-03-17
Dining,Food Delivery,59.18,2024-08-11
Utilities,Water Bill,196.66,2024-08-26
Subscriptions,Gym Membership,8.33,2024-09-24
Groceries,Bread,53.02,2024-07-09
Housing,Mortgage,984.91,2024-06-16
Transportation,Bus Pass,111.08,2024-06-27
Utilities,Water Bill,100.54,2024-03-23
Housing,Mortgage,1703.95,2023-01-19
Housing,Mortgage,775.46,2024-08-21
Other,Online Purchase,56.27,2023-08-10
Other,Misc Expense,111.36,2023-03-24
Other,Misc Expense,27.81,2023-06-12
Utilities,Water Bill,31.9,2023-04-19
Subscriptions,Netflix,32.85,2024-10-12
Dining,Restaurant,114.27,2023-11-04
Dining,Restaurant,84.21,2023-07-13
Subscriptions,Spotify,27.61,2023-04-03
Other,Online Purchase,119.56,2023-09-09
Transportation,Uber Ride,45.26,2024-08-10
Utilities,Electricity Bill,163.21,2024-11-01
Dining,Fast Food,28.03,2024-12-11
Dining,Restaurant,22.75,2024-02-13
Groceries,Eggs,138.03,2023-12-17
Other,Online Purchase,144.54,2024-01-05
Dining,Restaurant,30.21,2024-05-03
Other,Misc Expense,98.11,2023-01-20
Housing,Rent,669.86,2023-03-28
Subscriptions,Netflix,31.71,2024-07-05
Subscriptions,Netflix,15.43,2024-04-19
Groceries,Milk,142.6,2023-08-16
Dining,Restaurant,105.14,2024-03-05
Groceries,Chicken,24.1,2024-05-12
Housing,Rent,993.38,2023-04-24
Housing,Mortgage,676.85,2024-03-22
Other,Online Purchase,60.47,2023-08-12
Housing,Mortgage,1401.42,2023-08-22
Dining,Restaurant,32.38,2024-03-09
Groceries,Rice,124.45,2024-11-05
Utilities,Water Bill,75.23,2023-07-22
Other,Misc Expense,19.86,2024-10-20
Other,Misc Expense,44.62,2023-04-06
Dining,Fast Food,23.17,2023-07-24
Housing,Rent,986.43,2023-10-22
Groceries,Vegetables,31.9,2023-07-02
Dining,Fast Food,99.8,2024-02-02
Subscriptions,Spotify,19.71,2023-02-02
Dining,Food Delivery,33.64,2023-09-15
Subscriptions,Spotify,39.11,2023-10-12
Dining,Restaurant,72.59,2023-12-15
Groceries,Chicken,83.92,2023-01-21
Groceries,Rice,94.1,2024-08-01
Utilities,Water Bill,70.21,2023-06-22
Transportation,Train Ticket,68.46,2023-10-01
Other,Misc Expense,14.43,2024-05-23
Utilities,Water Bill,124.25,2023-12-10
Other,Online Purchase,76.64,2024-02-03
Subscriptions,Spotify,31.63,2023-01-12
Utilities,Gas Bill,200.0,2024-01-14
Housing,Rent,1665.49,2024-03-04
Subscriptions,Gym Membership,29.09,2023-06-27
Utilities,Internet Bill,88.57,2024-10-30
Groceries,Milk,90.56,2023-08-21
Subscriptions,Spotify,15.95,2023-10-02
Utilities,Electricity Bill,91.28,2023-11-25
Other,Online Purchase,125.78,2023-02-03
Subscriptions,Netflix,7.72,2024-11-19
Dining,Restaurant,47.79,2024-10-25
Housing,Mortgage,1011.04,2024-04-11
Subscriptions,Gym Membership,12.43,2023-02-22
Dining,Food Delivery,58.15,2024-07-09
Other,Misc Expense,126.96,2023-12-26
Dining,Fast Food,134.73,2024-04-23
Utilities,Internet Bill,118.91,2023-03-10
Transportation,Bus Pass,132.69,2023-03-31
Subscriptions,Spotify,31.13,2024-08-07
Groceries,Milk,24.93,2024-05-01
Housing,Rent,754.0,2024-06-13
Transportation,Bus Pass,9.03,2024-04-10
Housing,Mortgage,1966.81,2024-01-08
Dining,Fast Food,7.89,2023-02-07
Utilities,Water Bill,231.27,2024-08-29
Subscriptions,Netflix,18.87,2024-10-22
Dining,Food Delivery,34.02,2024-02-19
Dining,Food Delivery,119.34,2023-05-04
Subscriptions,Netflix,11.42,2024-02-25
Other,Misc Expense,136.95,2024-10-19
Transportation,Uber Ride,93.3,2024-06-08
Dining,Food Delivery,98.12,2024-03-17
Transportation,Train Ticket,76.85,2023-12-04
Housing,Rent,1652.0,2024-08-09
Dining,Restaurant,47.79,2023-06-23
Housing,Mortgage,633.7,2023-11-19
Other,Misc Expense,127.68,2024-11-17
Housing,Mortgage,794.6,2023-05-01
Housing,Mortgage,1507.08,2024-07-28
Dining,Food Delivery,115.43,2024-07-12
Other,Misc Expense,103.37,2024-03-29
Groceries,Rice,60.44,2023-07-11
Other,Online Purchase,115.09,2024-02-16
Other,Online Purchase,87.95,2024-11-23
Groceries,Rice,31.17,2024-08-17
Subscriptions,Netflix,22.81,2024-09-22
Groceries,Vegetables,149.29,2024-07-03
Utilities,Internet Bill,63.86,2024-12-20
Transportation,Train Ticket,116.57,2023-08-27
Dining,Restaurant,70.26,2023-01-07
Subscriptions,Spotify,15.78,2023-09-26
Utilities,Internet Bill,64.7,2023-07-31
Housing,Rent,721.94,2023-09-01
Transportation,Bus Pass,104.0,2024-10-17
Subscriptions,Gym Membership,14.88,2024-08-02
Subscriptions,Spotify,39.79,2024-09-05
Utilities,Electricity Bill,210.3,2024-03-25
Utilities,Electricity Bill,249.17,2024-06-27
Utilities,Gas Bill,230.74,2023-10-12
Housing,Rent,1576.32,2024-12-11
Housing,Rent,1354.29,2024-02-29
Dining,Food Delivery,129.42,2023-01-06
Dining,Food Delivery,58.41,2024-10-18
Transportation,Train Ticket,102.64,2023-12-18
Housing,Rent,1510.69,2023-09-16
Other,Online Purchase,135.48,2024-10-31
Subscriptions,Netflix,11.99,2024-04-04
Other,Online Purchase,19.82,2023-02-25
Subscriptions,Netflix,15.44,2024-04-01
Groceries,Bread,7.57,2024-10-06
Subscriptions,Netflix,36.44,2023-03-09
Dining,Restaurant,62.11,2024-06-25
Utilities,Internet Bill,173.28,2023-10-31
Other,Misc Expense,126.84,2023-12-01
Other,Online Purchase,100.1,2023-01-20
Dining,Restaurant,78.9,2024-11-06
Subscriptions,Spotify,11.43,2024-10-24
Dining,Food Delivery,43.51,2023-03-19
Dining,Food Delivery,3.32,2024-08-29
Housing,Rent,1838.38,2024-01-30
Other,Online Purchase,28.21,2024-04-28
Dining,Fast Food,22.47,2024-07-24
Groceries,Chicken,22.62,2023-01-18
Utilities,Electricity Bill,169.83,2023-06-29
Dining,Restaurant,101.86,2023-09-28
Transportation,Bus Pass,35.1,2024-09-01
Dining,Food Delivery,98.69,2024-10-19
Transportation,Bus Pass,149.75,2024-11-27
Other,Misc Expense,135.3,2023-03-25
Utilities,Electricity Bill,94.95,2024-11-08
Housing,Rent,1520.68,2024-01-18
Utilities,Internet Bill,158.82,2023-06-09
Utilities,Internet Bill,31.97,2024-07-18
Transportation,Fuel,62.55,2024-12-22
Groceries,Bread,92.68,2024-10-26
Other,Misc Expense,3.11,2023-10-28
Utilities,Internet Bill,215.78,2024-12-07
Transportation,Uber Ride,54.73,2023-08-16
Housing,Mortgage,1655.46,2024-12-17
Subscriptions,Spotify,32.26,2023-10-13
Housing,Rent,1823.19,2024-12-19
Transportation,Train Ticket,20.47,2024-08-06
Dining,Fast Food,39.57,2024-01-14
Transportation,Fuel,63.43,2023-07-22
Utilities,Water Bill,113.86,2024-04-19
Subscriptions,Gym Membership,19.27,2024-08-22
Groceries,Bread,57.81,2023-11-14
Subscriptions,Spotify,34.94,2024-11-13
Utilities,Water Bill,239.29,2023-07-10
Subscriptions,Gym Membership,10.8,2024-02-25
Subscriptions,Gym Membership,18.43,2024-02-12
Groceries,Rice,142.45,2024-08-05
Subscriptions,Spotify,36.24,2024-01-22
Subscriptions,Gym Membership,38.18,2024-11-04
Other,Online Purchase,89.43,2024-09-09
Other,Online Purchase,34.65,2024-07-20
Housing,Mortgage,1159.74,2024-06-11
Dining,Food Delivery,75.83,2024-09-17
Utilities,Gas Bill,125.44,2023-11-05
Groceries,Bread,40.46,2023-06-26
Groceries,Chicken,142.29,2023-09-15
Subscriptions,Netflix,12.0,2024-06-24
Housing,Rent,1439.29,2023-06-08
Utilities,Internet Bill,30.97,2023-03-10
Transportation,Bus Pass,10.3,2024-11-05
Housing,Mortgage,805.51,2024-09-23
Housing,Rent,1026.94,2024-10-29
Housing,Rent,1819.0,2024-07-31
Groceries,Bread,47.18,2023-01-18
Utilities,Internet Bill,228.25,2024-07-10
Dining,Restaurant,7.88,2024-09-19
Subscriptions,Spotify,34.15,2024-01-28
Transportation,Train Ticket,112.12,2024-11-14
Housing,Rent,615.9,2024-09-27
Housing,Rent,855.71,2023-12-11
Other,Online Purchase,7.55,2024-05-11
Dining,Fast Food,92.47,2023-04-15
Subscriptions,Spotify,26.72,2023-05-09
Subscriptions,Gym Membership,39.26,2023-02-04
Housing,Mortgage,784.39,2023-01-05
Groceries,Rice,99.86,2023-09-09
Housing,Rent,1171.89,2023-04-13
Subscriptions,Spotify,39.24,2023-06-06
Other,Misc Expense,127.89,2023-01-07
Transportation,Train Ticket,119.92,2023-11-11
Dining,Fast Food,20.72,2023-06-17
Transportation,Train Ticket,144.76,2024-11-03
Utilities,Internet Bill,99.46,2024-02-19
Groceries,Milk,10.62,2024-05-16
Dining,Restaurant,97.43,2023-03-17
Dining,Fast Food,12.13,2024-03-05
Groceries,Chicken,114.98,2023-07-03
Groceries,Bread,105.17,2024-09-28
Housing,Rent,1321.89,2023-07-18
Utilities,Internet Bill,95.62,2023-07-08
Other,Misc Expense,128.21,2023-11-14
Transportation,Fuel,45.13,2024-09-15
Groceries,Eggs,75.53,2023-01-27
Dining,Food Delivery,143.94,2024-03-01
Other,Online Purchase,116.85,2023-11-19
Groceries,Milk,104.7,2024-04-26
Dining,Fast Food,14.2,2024-09-14
Groceries,Rice,95.59,2024-12-05
Subscriptions,Spotify,29.33,2024-11-04
Utilities,Gas Bill,107.37,2023-07-17
Transportation,Uber Ride,91.94,2023-03-17
Subscriptions,Spotify,17.05,2024-07-11
Housing,Rent,1730.86,2023-11-25
Other,Misc Expense,41.3,2024-09-26
Dining,Food Delivery,56.76,2024-09-08
Housing,Rent,665.65,2024-05-18
Other,Misc Expense,3.4,2023-10-19
Groceries,Chicken,39.14,2023-01-13
Housing,Mortgage,1036.46,2024-07-06
Transportation,Uber Ride,149.19,2023-09-12
Subscriptions,Gym Membership,11.24,2024-07-06
Groceries,Vegetables,33.72,2024-01-27
Dining,Restaurant,115.78,2023-02-10
Utilities,Gas Bill,149.68,2024-02-13
Housing,Mortgage,1570.72,2023-01-22
Housing,Mortgage,617.43,2024-02-06
Transportation,Train Ticket,92.39,2023-12-13
Groceries,Rice,44.53,2024-03-23
Housing,Rent,1611.32,2023-12-17
Housing,Mortgage,677.69,2023-07-14
Subscriptions,Spotify,34.75,2024-05-30
Subscriptions,Netflix,34.42,2024-05-14
Groceries,Chicken,108.82,2024-09-11
Subscriptions,Spotify,6.49,2023-06-22
Groceries,Vegetables,108.2,2024-09-05
Housing,Rent,1612.04,2024-12-10
Housing,Mortgage,710.41,2023-07-24
Housing,Rent,1130.0,2023-04-09
Transportation,Bus Pass,84.37,2024-07-28
Groceries,Eggs,26.96,2024-02-13
Utilities,Water Bill,54.52,2024-11-02
Dining,Restaurant,46.4,2024-04-10
Other,Online Purchase,24.57,2023-11-18
Utilities,Internet Bill,134.73,2023-10-07
Transportation,Bus Pass,46.55,2024-12-15
Other,Online Purchase,129.94,2024-11-26
Housing,Rent,1853.56,2023-03-23
Dining,Restaurant,45.52,2023-03-17
Other,Misc Expense,110.19,2024-08-13
Transportation,Fuel,131.83,2024-05-12
Other,Misc Expense,149.68,2023-05-16
Other,Misc Expense,29.43,2023-12-01
Housing,Mortgage,1108.62,2023-01-14
Utilities,Internet Bill,147.62,2023-01-17
Utilities,Gas Bill,152.22,2024-04-04
Groceries,Bread,136.31,2024-06-13
Dining,Restaurant,51.6,2023-02-23
Dining,Restaurant,9.1,2024-02-10
Utilities,Internet Bill,111.61,2023-05-13
Housing,Rent,1200.51,2023-01-09
Subscriptions,Gym Membership,5.38,2023-08-10
Subscriptions,Netflix,39.6,2023-03-02
Other,Online Purchase,96.95,2023-05-27
Transportation,Train Ticket,6.43,2023-09-26
Transportation,Train Ticket,104.22,2024-04-16
Other,Misc Expense,86.56,2024-12-13
Subscriptions,Spotify,8.92,2024-10-26
Other,Online Purchase,145.47,2023-02-12
Groceries,Chicken,108.34,2024-03-16
Groceries,Bread,129.87,2024-04-19
Transportation,Fuel,140.36,2024-11-08
Transportation,Bus Pass,122.26,2024-10-07
Subscriptions,Netflix,15.0,2024-07-24
Subscriptions,Spotify,37.4,2023-08-19
Subscriptions,Netflix,5.57,2024-07-28
Groceries,Vegetables,83.56,2024-02-03
Transportation,Bus Pass,80.82,2023-10-18
Other,Misc Expense,115.03,2024-02-12
Dining,Restaurant,130.44,2024-09-03
Other,Misc Expense,24.96,2024-05-20
Subscriptions,Spotify,29.48,2024-01-25
Groceries,Bread,145.52,2024-02-23
Groceries,Rice,126.53,2023-11-14
Subscriptions,Spotify,5.37,2024-04-04
Other,Online Purchase,114.39,2024-02-20
Groceries,Bread,31.92,2023-03-06
Transportation,Bus Pass,6.99,2024-01-19
Utilities,Electricity Bill,80.69,2024-10-12
Groceries,Rice,76.07,2023-04-07
Transportation,Fuel,10.93,2024-06-23
Dining,Food Delivery,12.09,2023-05-13
Utilities,Gas Bill,76.02,2024-08-27
Transportation,Bus Pass,68.02,2023-09-29
Groceries,Vegetables,58.18,2023-09-28
Housing,Mortgage,1552.01,2023-11-24
Housing,Mortgage,1047.05,2024-04-16
Groceries,Chicken,140.24,2023-03-23
Other,Misc Expense,66.9,2023-11-04
Other,Misc Expense,88.37,2024-03-15
Transportation,Fuel,133.12,2024-07-21
Utilities,Water Bill,186.97,2024-05-21
Transportation,Fuel,61.21,2023-01-08
Transportation,Fuel,10.23,2023-07-10
Utilities,Internet Bill,206.28,2023-04-01
Subscriptions,Spotify,5.21,2024-10-19
Groceries,Chicken,30.28,2023-01-27
Subscriptions,Spotify,13.47,2023-07-14
Other,Online Purchase,104.46,2024-09-10
Housing,Mortgage,1555.66,2023-08-04
Subscriptions,Spotify,6.4,2024-07-28
Utilities,Gas Bill,66.05,2024-02-09
Other,Misc Expense,58.28,2024-08-30
Housing,Rent,1215.01,2023-08-31
Subscriptions,Gym Membership,30.23,2023-12-13
Housing,Rent,933.62,2023-07-06
Groceries,Chicken,16.81,2024-12-06
Groceries,Milk,65.22,2023-07-13
Utilities,Water Bill,94.53,2023-08-06
Transportation,Fuel,100.0,2024-09-11
Subscriptions,Gym Membership,26.28,2024-11-19
Dining,Fast Food,123.52,2023-03-28
Transportation,Bus Pass,104.44,2023-05-10
Dining,Restaurant,137.48,2024-03-29
Transportation,Fuel,86.55,2024-09-15
Subscriptions,Netflix,38.58,2023-05-08
Groceries,Milk,108.34,2024-02-07
Other,Misc Expense,147.75,2023-08-07
Housing,Rent,1661.72,2024-10-02
Housing,Rent,1289.87,2024-04-23
Dining,Restaurant,32.95,2023-03-19
Dining,Food Delivery,77.42,2023-02-04
Dining,Fast Food,139.5,2024-05-04
Groceries,Rice,3.51,2024-07-25
Transportation,Uber Ride,37.99,2023-02-05
Transportation,Bus Pass,27.91,2024-05-30
Other,Misc Expense,22.88,2023-10-22
Groceries,Vegetables,124.14,2024-10-17
Dining,Food Delivery,46.73,2023-02-24
Utilities,Internet Bill,178.59,2024-03-20
Dining,Fast Food,77.43,2024-03-14
Dining,Fast Food,23.24,2024-08-05
Groceries,Rice,125.07,2023-01-15
Other,Online Purchase,39.03,2024-02-19
Utilities,Gas Bill,204.65,2024-02-18
Other,Misc Expense,142.04,2023-03-14
Transportation,Fuel,42.29,2024-09-01
Dining,Food Delivery,89.17,2023-04-17
Subscriptions,Netflix,29.46,2024-08-07
Housing,Mortgage,1774.1,2024-12-26
Transportation,Uber Ride,40.88,2024-12-24
Subscriptions,Spotify,30.9,2023-11-19
Other,Misc Expense,5.09,2023-10-16
Subscriptions,Gym Membership,12.26,2024-03-02
Other,Misc Expense,46.6,2023-05-11
Utilities,Water Bill,86.6,2024-01-26
Groceries,Bread,17.82,2024-07-15
Subscriptions,Gym Membership,23.68,2024-10-28
Groceries,Vegetables,130.45,2023-04-17
Transportation,Bus Pass,85.67,2023-12-14
Utilities,Gas Bill,183.96,2023-07-06
Housing,Mortgage,1578.62,2023-06-17
Utilities,Water Bill,243.88,2024-12-21
Transportation,Fuel,47.13,2024-10-14
Utilities,Gas Bill,131.44,2024-05-31
Housing,Mortgage,1318.75,2024-05-28
Subscriptions,Netflix,9.51,2024-04-06
Subscriptions,Gym Membership,21.91,2023-12-04
Housing,Mortgage,1331.02,2024-01-29
Housing,Rent,879.9,2023-09-19
Subscriptions,Gym Membership,15.71,2024-08-11
Subscriptions,Gym Membership,38.9,2024-02-05
Groceries,Vegetables,50.71,2024-03-14
Housing,Mortgage,1394.32,2024-02-01
Utilities,Water Bill,218.39,2024-03-31
Utilities,Water Bill,56.25,2024-07-10
Groceries,Chicken,132.37,2024-03-03
Groceries,Rice,61.91,2023-01-08
Groceries,Rice,50.43,2023-11-23
Housing,Mortgage,1168.89,2023-10-12
Transportation,Fuel,100.83,2024-06-19
Dining,Fast Food,51.18,2024-01-03
Dining,Fast Food,17.68,2023-06-26
Transportation,Fuel,66.35,2023-01-06
Groceries,Milk,59.8,2024-04-02
Transportation,Fuel,121.83,2023-05-16
Transportation,Uber Ride,55.54,2024-02-29
Dining,Fast Food,40.54,2023-04-20
Utilities,Water Bill,219.55,2023-09-24
Groceries,Chicken,89.54,2024-04-28
Transportation,Uber Ride,24.13,2023-07-26
Utilities,Internet Bill,249.58,2023-01-18
Subscriptions,Netflix,33.72,2023-02-12
Housing,Rent,1941.66,2024-02-23
Utilities,Electricity Bill,95.63,2023-10-02
Utilities,Water Bill,120.47,2023-06-27
Groceries,Vegetables,51.92,2023-02-19
Subscriptions,Gym Membership,12.82,2024-09-15
Other,Misc Expense,112.77,2023-08-06
Transportation,Uber Ride,88.83,2024-03-19
Housing,Rent,1265.88,2024-05-11
Other,Misc Expense,22.83,2023-10-07
Transportation,Train Ticket,84.62,2023-04-23
Utilities,Gas Bill,89.47,2023-01-14
Transportation,Bus Pass,137.41,2024-04-20
Utilities,Gas Bill,113.08,2024-12-08
Dining,Fast Food,148.21,2023-01-15
Subscriptions,Spotify,27.37,2023-08-17
Subscriptions,Spotify,36.09,2024-08-21
Other,Online Purchase,23.63,2024-03-18
Groceries,Bread,108.43,2023-09-14
Transportation,Train Ticket,98.65,2023-02-15
Other,Online Purchase,145.51,2023-12-29
Subscriptions,Gym Membership,9.9,2024-06-17
Transportation,Uber Ride,71.89,2023-11-16
Utilities,Electricity Bill,153.97,2024-03-26
Housing,Mortgage,1345.63,2024-04-16
Transportation,Bus Pass,143.48,2023-04-27
Housing,Mortgage,1859.1,2023-10-01
Housing,Rent,1301.2,2023-05-13
Other,Misc Expense,118.65,2024-06-16
Other,Misc Expense,105.36,2023-10-11
Groceries,Chicken,64.78,2023-09-08
Housing,Rent,1848.1,2023-02-01
Housing,Mortgage,1127.44,2024-09-29
Other,Misc Expense,27.36,2024-03-06
Other,Misc Expense,46.0,2024-06-12
Utilities,Electricity Bill,127.56,2024-12-17
Groceries,Rice,62.22,2024-08-27
Utilities,Electricity Bill,245.98,2024-06-26
Other,Online Purchase,71.9,2024-05-27
Utilities,Gas Bill,225.0,2024-01-06
Other,Misc Expense,85.78,2024-02-29
Subscriptions,Gym Membership,5.82,2024-03-06
Utilities,Water Bill,189.49,2023-08-14
Housing,Mortgage,1474.54,2024-08-16
Groceries,Bread,132.93,2023-08-22
Dining,Food Delivery,124.65,2023-02-27
Groceries,Vegetables,122.45,2024-03-14
Transportation,Bus Pass,131.32,2024-07-09
Housing,Mortgage,1844.0,2023-10-15
Other,Misc Expense,147.71,2024-08-17
Transportation,Bus Pass,13.38,2024-03-31
Dining,Fast Food,49.15,2023-07-27
Subscriptions,Gym Membership,33.65,2024-07-11
Subscriptions,Gym Membership,34.5,2023-08-04
Dining,Food Delivery,12.75,2024-08-20
Groceries,Eggs,75.63,2023-03-01
Subscriptions,Gym Membership,22.85,2024-09-15
Other,Misc Expense,27.64,2024-07-17
Utilities,Gas Bill,127.52,2023-07-30
Subscriptions,Netflix,38.58,2024-12-02
Dining,Fast Food,14.65,2023-09-01
Subscriptions,Spotify,11.31,2024-10-08
Other,Online Purchase,95.91,2023-12-08
Housing,Rent,1730.19,2023-04-13
Utilities,Internet Bill,202.51,2023-04-11
Subscriptions,Netflix,5.93,2024-05-15
Groceries,Rice,60.04,2024-09-02
Groceries,Milk,9.92,2024-08-23
Utilities,Water Bill,62.28,2024-07-22
Utilities,Internet Bill,226.56,2023-08-18
Transportation,Fuel,100.22,2024-09-14
Dining,Restaurant,38.66,2023-11-20
Groceries,Rice,75.15,2024-04-16
Subscriptions,Gym Membership,23.15,2023-08-19
Utilities,Gas Bill,128.14,2024-05-13
Dining,Restaurant,111.74,2023-06-24
Other,Online Purchase,17.72,2023-12-04
Transportation,Uber Ride,103.16,2023-11-22
Dining,Food Delivery,136.05,2024-01-02
Utilities,Electricity Bill,165.93,2024-11-22
Housing,Rent,1595.27,2023-10-14
Transportation,Uber Ride,48.74,2024-06-05
Subscriptions,Netflix,7.67,2023-03-07
Transportation,Fuel,142.79,2024-10-29
Housing,Rent,1910.69,2024-10-25
Other,Misc Expense,128.07,2023-07-23
Dining,Food Delivery,148.6,2023-04-27
Transportation,Fuel,123.41,2024-06-30
