Category,Item,Total Spent,Transaction Date
Dining,Restaurant,74.87,2024-02-12
Subscriptions,Spotify,31.24,2024-10-22
Dining,Fast Food,80.84,2023-02-01
Groceries,Fruit,138.59,2023-03-16
Housing,Mortgage,1757.04,2024-11-01
Transportation,Uber Ride,85.73,2024-02-01
Other,Online Purchase,65.97,2024-10-12
Groceries,Fruit,123.73,2023-08-24
Utilities,Phone Bill,143.21,2023-05-29
Utilities,Water Bill,102.79,2023-08-24
Housing,Rent,705.43,2024-12-17
Subscriptions,Netflix,25.1,2024-02-10
Transportation,Car Maintenance,41.55,2023-03-10
Subscriptions,Gym Membership,44.54,2023-10-13
Utilities,Gas Bill,86.49,2024-03-13
Groceries,Rice,164.79,2024-01-06
Dining,Cafe,98.43,2023-08-11
Transportation,Car Maintenance,16.79,2024-10-19
Dining,Food Delivery,42.34,2024-09-02
Groceries,Cereal,192.27,2024-06-08
Dining,Cafe,129.61,2024-08-04
Dining,Fast Food,142.14,2024-12-08
Dining,Food Delivery,158.95,2023-11-19
Transportation,Train Ticket,117.58,2023-04-18
Utilities,Internet Bill,185.04,2023-09-17
Utilities,Electricity Bill,215.4,2024-09-04
Transportation,Fuel,100.05,2023-06-29
Utilities,Water Bill,220.44,2024-10-26
Groceries,Cereal,36.73,2023-08-30
Groceries,Bread,34.43,2023-04-26
Other,Electronics,126.49,2024-02-06
Housing,Rent,2112.74,2024-08-03
Groceries,Eggs,105.83,2024-06-11
Housing,Landlord Payment,1546.01,2023-08-06
Groceries,Bread,13.73,2023-04-30
Groceries,Rice,39.27,2023-01-03
Groceries,Fruit,94.96,2024-01-24
Groceries,Milk,104.05,2024-10-08
Dining,Cafe,115.8,2023-05-05
Groceries,Bread,164.48,2023-07-13
Utilities,Electricity Bill,92.86,2023-08-29
Housing,Mortgage,2089.26,2024-10-27
Groceries,Bread,119.98,2023-02-18
Subscriptions,Gym Membership,21.27,2024-07-17
Dining,Fast Food,53.8,2024-02-23
Housing,Landlord Payment,1140.41,2024-11-23
Subscriptions,Netflix,4.15,2023-01-18
Transportation,Fuel,128.41,2023-01-04
Utilities,Gas Bill,246.71,2024-08-25
Utilities,Electricity Bill,102.88,2024-12-06
Groceries,Fruit,194.63,2024-11-15
Utilities,Gas Bill,46.63,2023-01-14
Housing,Mortgage,2070.02,2023-11-03
Housing,Landlord Payment,789.96,2023-08-19
Other,Online Purchase,202.52,2024-07-08
Utilities,Internet Bill,169.32,2024-08-28
Utilities,Phone Bill,135.32,2024-06-19
Dining,Food Delivery,124.82,2023-07-19
Transportation,Car Maintenance,29.92,2024-07-21
Groceries,Fruit,36.06,2024-09-13
Transportation,Uber Ride,74.86,2024-07-06
Transportation,Car Maintenance,73.77,2024-10-12
Dining,Cafe,87.02,2024-11-29
Dining,Cafe,126.15,2023-03-16
Utilities,Gas Bill,213.67,2024-03-15
Groceries,Cereal,169.56,2024-08-06
Transportation,Fuel,5.23,2024-08-31
Groceries,Milk,188.94,2023-05-16
Transportation,Bus Pass,64.73,2024-10-08
Transportation,Car Maintenance,116.68,2023-07-11
Utilities,Gas Bill,254.78,2024-07-20
Housing,Landlord Payment,1221.24,2023-05-23
Housing,Mortgage,1209.87,2024-06-06
Utilities,Electricity Bill,133.23,2024-04-12
Utilities,Electricity Bill,182.68,2023-05-22
Transportation,Fuel,85.09,2023-03-18
Groceries,Eggs,59.66,2024-09-15
Dining,Cafe,150.69,2024-03-22
Utilities,Water Bill,58.11,2024-05-03
Utilities,Phone Bill,42.5,2023-02-24
Subscriptions,Gym Membership,33.56,2024-01-11
Utilities,Water Bill,49.73,2024-07-20
Utilities,Gas Bill,112.62,2023-02-16
Utilities,Phone Bill,54.71,2024-08-14
Groceries,Vegetables,101.9,2023-01-01
Dining,Restaurant,150.41,2023-02-20
Groceries,Fruit,47.81,2024-12-22
Housing,Mortgage,1076.42,2023-02-24
Transportation,Train Ticket,116.16,2023-10-13
Subscriptions,iCloud,44.67,2024-05-30
Groceries,Vegetables,178.05,2023-10-14
Groceries,Bread,99.67,2024-10-29
Housing,Landlord Payment,933.29,2024-12-06
Utilities,Internet Bill,81.49,2023-05-20
Other,Online Purchase,99.2,2024-07-09
Housing,Mortgage,659.68,2023-03-09
Groceries,Vegetables,188.88,2024-10-18
Dining,Restaurant,19.18,2024-08-11
Utilities,Electricity Bill,168.45,2024-04-19
Housing,Rent,2170.64,2024-11-03
Groceries,Eggs,88.34,2023-02-14
Dining,Fast Food,151.79,2024-03-27
Groceries,Eggs,43.92,2023-02-03
Transportation,Fuel,83.92,2024-11-27
Groceries,Cereal,55.0,2024-12-18
Subscriptions,Netflix,39.97,2024-08-10
Subscriptions,Prime Membership,33.17,2024-12-16
Utilities,Water Bill,212.4,2024-06-18
Transportation,Car Maintenance,78.64,2023-08-07
Housing,Mortgage,1184.15,2024-09-01
Utilities,Internet Bill,205.01,2024-02-28
Subscriptions,Netflix,43.33,2024-06-11
Housing,Mortgage,963.39,2023-11-15
Subscriptions,Netflix,12.74,2023-03-14
Groceries,Vegetables,13.85,2023-12-27
Subscriptions,Prime Membership,20.53,2024-12-02
Groceries,Cereal,179.02,2023-08-07
Other,Pharmacy,111.15,2024-06-20
Subscriptions,Spotify,17.83,2023-06-05
Transportation,Uber Ride,57.98,2023-10-07
Other,Gift,12.61,2024-03-15
Transportation,Car Maintenance,77.62,2023-09-15
Housing,Landlord Payment,1430.24,2024-07-14
Utilities,Water Bill,99.71,2023-08-22
Utilities,Gas Bill,120.38,2023-05-22
Transportation,Bus Pass,48.09,2024-04-01
Subscriptions,Gym Membership,32.89,2024-02-07
Utilities,Phone Bill,103.86,2023-03-23
Utilities,Internet Bill,62.47,2024-08-01
Groceries,Milk,120.84,2024-07-07
Housing,Mortgage,816.07,2024-05-20
Dining,Food Delivery,118.25,2024-11-13
Other,Online Purchase,222.7,2023-04-13
Other,Online Purchase,117.29,2024-06-03
Housing,Rent,1581.59,2024-12-04
Groceries,Vegetables,162.06,2024-12-22
Housing,Landlord Payment,1253.05,2024-12-04
Dining,Fast Food,103.25,2024-02-20
Dining,Food Delivery,147.5,2023-11-19
Subscriptions,Gym Membership,32.64,2023-03-27
Dining,Restaurant,143.41,2024-11-13
Groceries,Cereal,180.72,2024-08-02
Utilities,Electricity Bill,27.49,2024-03-03
Subscriptions,Netflix,7.24,2023-04-24
Utilities,Water Bill,238.03,2023-12-22
Other,Electronics,67.13,2024-10-10
Housing,Mortgage,699.59,2023-10-17
Groceries,Cereal,24.48,2024-03-29
Dining,Fast Food,76.87,2024-07-17
Groceries,Vegetables,143.12,2024-08-27
Dining,Restaurant,146.59,2024-11-13
Subscriptions,Netflix,5.97,2024-02-07
Utilities,Phone Bill,75.81,2023-11-08
Subscriptions,Netflix,12.33,2024-08-15
Groceries,Chicken,72.9,2023-02-02
Housing,Mortgage,720.69,2024-09-18
Dining,Food Delivery,14.98,2024-07-09
Utilities,Phone Bill,238.82,2023-08-15
Other,Pharmacy,220.48,2024-09-23
Housing,Landlord Payment,1206.72,2023-09-07
Housing,Landlord Payment,1528.98,2023-05-31
Groceries,Fruit,18.78,2023-03-02
Transportation,Fuel,80.58,2024-08-14
Groceries,Milk,82.57,2024-03-14
Housing,Landlord Payment,741.12,2024-07-13
Utilities,Internet Bill,137.21,2023-02-15
Subscriptions,Spotify,44.84,2024-05-27
Utilities,Water Bill,193.41,2023-08-12
Dining,Food Delivery,52.55,2024-12-16
Other,Pharmacy,215.89,2023-01-22
Groceries,Cereal,94.4,2023-06-10
Utilities,Electricity Bill,76.22,2024-10-10
Utilities,Electricity Bill,42.13,2023-08-06
Other,Pharmacy,66.01,2024-02-05
Groceries,Bread,94.58,2023-09-18
Groceries,Milk,127.41,2024-11-08
Housing,Landlord Payment,1857.6,2023-08-13
Subscriptions,Gym Membership,17.57,2023-04-08
Groceries,Milk,116.41,2024-10-20
Housing,Mortgage,1950.34,2023-02-17
Utilities,Electricity Bill,174.74,2024-07-07
Dining,Cafe,84.12,2023-09-06
Groceries,Bread,22.24,2024-02-07
Transportation,Train Ticket,87.04,2023-01-07
Utilities,Gas Bill,250.06,2024-04-12
Utilities,Phone Bill,155.77,2024-07-10
Transportation,Car Maintenance,120.78,2023-03-31
Groceries,Fruit,65.78,2024-02-09
Groceries,Rice,86.72,2023-07-03
Subscriptions,Spotify,22.76,2023-12-29
Transportation,Uber Ride,37.31,2024-04-19
Housing,Landlord Payment,1573.55,2023-01-02
Housing,Rent,790.79,2023-12-19
Subscriptions,Spotify,33.26,2024-07-17
Groceries,Rice,89.13,2023-06-22
Groceries,Eggs,18.17,2024-06-21
Subscriptions,Prime Membership,27.49,2024-05-15
Dining,Food Delivery,92.66,2024-03-20
Groceries,Bread,103.11,2023-08-05
Transportation,Bus Pass,77.93,2023-03-25
Dining,Food Delivery,93.19,2024-04-19
Dining,Cafe,30.96,2024-12-08
Groceries,Milk,143.22,2023-12-14
Housing,Mortgage,1479.22,2024-12-17
Dining,Fast Food,15.41,2024-01-20
Dining,Fast Food,83.82,2024-08-18
Transportation,Train Ticket,112.91,2023-10-10
Utilities,Gas Bill,228.56,2024-11-04
Groceries,Eggs,37.78,2024-05-03
Groceries,Milk,39.64,2023-08-07
Dining,Fast Food,101.92,2023-08-23
Groceries,Eggs,16.54,2023-04-01
Utilities,Internet Bill,257.04,2024-11-01
Groceries,Eggs,185.29,2024-06-21
Dining,Restaurant,70.33,2024-01-04
Dining,Fast Food,113.67,2024-11-20
Groceries,Milk,29.88,2024-10-11
Groceries,Milk,59.01,2024-12-13
Groceries,Eggs,30.46,2024-03-25
Transportation,Train Ticket,97.97,2023-04-16
Groceries,Rice,13.08,2023-05-14
Transportation,Fuel,48.29,2023-02-18
Transportation,Fuel,29.19,2024-11-29
Other,Online Purchase,88.08,2024-09-01
Groceries,Cereal,94.1,2023-12-31
Utilities,Phone Bill,47.55,2024-07-04
Groceries,Bread,138.34,2024-10-29
Groceries,Bread,86.06,2024-12-03
Other,Online Purchase,119.01,2024-01-23
Housing,Rent,1983.93,2023-06-12
Dining,Fast Food,23.5,2023-01-30
Utilities,Phone Bill,217.98,2023-03-10
Dining,Cafe,30.14,2024-08-04
Groceries,Rice,188.08,2024-03-05
Transportation,Car Maintenance,9.71,2024-02-20
Dining,Food Delivery,155.17,2024-03-03
Subscriptions,iCloud,22.88,2023-02-11
Utilities,Internet Bill,243.52,2023-03-28
Dining,Cafe,61.12,2023-03-03
Utilities,Gas Bill,208.02,2023-09-18
Utilities,Electricity Bill,128.63,2024-03-17
Utilities,Water Bill,185.94,2024-09-11
Subscriptions,Spotify,27.27,2023-12-19
Groceries,Fruit,37.62,2023-07-14
Groceries,Eggs,80.14,2024-03-20
Housing,Rent,787.11,2023-05-31
Utilities,Internet Bill,181.38,2023-12-18
Housing,Landlord Payment,1727.91,2023-09-30
Dining,Restaurant,110.27,2024-06-09
Dining,Restaurant,87.74,2024-05-19
Housing,Landlord Payment,2123.08,2024-09-24
Groceries,Fruit,33.77,2023-09-03
Dining,Restaurant,106.99,2024-08-07
Dining,Food Delivery,39.19,2024-07-27
Utilities,Water Bill,233.53,2023-10-16
Housing,Rent,2027.89,2024-11-13
Groceries,Rice,48.86,2023-09-24
Housing,Rent,1903.82,2023-09-04
Groceries,Vegetables,170.43,2024-06-25
Transportation,Uber Ride,53.59,2023-10-01
Utilities,Internet Bill,207.92,2024-02-04
Housing,Landlord Payment,1696.47,2024-05-26
Utilities,Internet Bill,119.32,2024-12-30
Housing,Mortgage,1768.71,2024-10-12
Utilities,Water Bill,109.72,2023-09-03
Transportation,Car Maintenance,67.16,2023-10-05
Utilities,Phone Bill,207.58,2024-01-27
Other,Online Purchase,109.43,2023-10-15
Groceries,Eggs,71.94,2024-01-14
Groceries,Milk,116.67,2024-09-25
Housing,Mortgage,1437.47,2023-12-16
Groceries,Fruit,121.21,2023-11-27
Subscriptions,Gym Membership,27.6,2024-02-11
Utilities,Internet Bill,67.71,2023-09-03
Groceries,Chicken,31.66,2024-01-12
Subscriptions,Prime Membership,44.48,2023-09-30
Groceries,Bread,186.96,2023-10-20
Groceries,Chicken,131.88,2024-08-20
Groceries,Eggs,188.49,2023-04-30
Utilities,Gas Bill,233.24,2023-08-07
Dining,Restaurant,75.18,2024-02-27
Groceries,Cereal,49.07,2024-11-28
Housing,Rent,1477.94,2024-12-03
Dining,Cafe,150.72,2023-12-31
Housing,Rent,2094.48,2023-03-23
Utilities,Phone Bill,129.96,2024-07-24
Utilities,Water Bill,74.14,2024-11-04
Utilities,Water Bill,126.74,2024-06-01
Subscriptions,Gym Membership,14.95,2024-11-27
Dining,Cafe,12.53,2024-05-24
Groceries,Eggs,174.59,2024-11-23
Groceries,Fruit,160.34,2023-06-01
Groceries,Cereal,95.25,2023-05-16
Dining,Cafe,110.71,2024-02-21
Groceries,Cereal,5.66,2023-10-13
Housing,Landlord Payment,1932.49,2024-10-06
Dining,Fast Food,131.12,2024-07-03
Groceries,Vegetables,68.47,2024-06-15
Dining,Restaurant,10.64,2023-06-05
Transportation,Train Ticket,102.67,2023-03-09
Utilities,Gas Bill,133.83,2023-07-19
Groceries,Milk,122.82,2023-08-21
Other,Online Purchase,193.0,2023-08-11
Subscriptions,Prime Membership,37.05,2024-12-11
Groceries,Eggs,182.14,2023-07-23
Groceries,Fruit,126.37,2023-12-26
Dining,Cafe,32.28,2023-01-28
Dining,Fast Food,94.22,2024-10-08
Housing,Rent,1183.15,2024-01-18
Other,Pharmacy,207.33,2024-11-06
Dining,Fast Food,28.0,2023-06-04
Dining,Cafe,40.16,2024-09-22
Groceries,Eggs,5.28,2024-01-08
Housing,Landlord Payment,1724.91,2023-08-16
Subscriptions,Spotify,9.3,2024-03-09
Transportation,Car Maintenance,50.3,2023-02-05
Transportation,Uber Ride,127.22,2024-07-18
Other,Online Purchase,129.33,2024-02-03
Dining,Restaurant,123.5,2023-06-12
Subscriptions,Spotify,19.63,2023-04-12
Groceries,Bread,35.41,2023-04-13
Utilities,Phone Bill,77.23,2024-07-25
Dining,Fast Food,114.44,2024-05-19
Dining,Cafe,148.07,2023-09-26
Transportation,Bus Pass,109.55,2024-05-04
Groceries,Cereal,151.98,2023-05-15
Groceries,Rice,196.52,2023-06-06
Groceries,Eggs,184.33,2024-06-04
Groceries,Bread,152.1,2023-10-27
Utilities,Water Bill,106.33,2024-11-17
Housing,Landlord Payment,889.14,2024-11-11
Other,Misc Expense,47.12,2023-12-29
Transportation,Fuel,27.26,2024-09-24
Other,Pharmacy,55.13,2024-11-02
Groceries,Fruit,52.24,2024-10-12
Subscriptions,iCloud,39.44,2023-09-08
Groceries,Bread,108.66,2023-10-06
Utilities,Internet Bill,89.81,2023-08-30
Groceries,Vegetables,49.68,2024-07-26
Housing,Rent,1662.46,2023-11-28
Groceries,Bread,47.85,2024-01-30
Groceries,Milk,104.2,2023-10-21
Dining,Fast Food,93.49,2024-04-29
Dining,Cafe,14.8,2023-10-11
Subscriptions,Netflix,18.82,2023-09-15
Dining,Fast Food,150.2,2024-11-06
Groceries,Bread,88.48,2023-10-02
Groceries,Vegetables,69.34,2023-10-06
Groceries,Bread,117.37,2024-01-20
Dining,Fast Food,96.59,2024-04-06
Transportation,Bus Pass,113.07,2023-03-03
Transportation,Uber Ride,113.95,2023-01-19
Utilities,Internet Bill,254.45,2024-11-13
Groceries,Cereal,23.74,2024-11-08
Groceries,Chicken,19.29,2023-07-26
Dining,Cafe,145.42,2024-09-27
Transportation,Car Maintenance,80.18,2024-04-09
Transportation,Car Maintenance,133.77,2024-04-30
Groceries,Eggs,88.14,2024-05-10
Groceries,Eggs,30.71,2024-10-29
Utilities,Electricity Bill,133.19,2023-12-14
Dining,Cafe,105.56,2024-03-06
Utilities,Water Bill,246.07,2024-12-02
Dining,Food Delivery,36.47,2024-09-09
Groceries,Fruit,69.12,2023-07-12
Groceries,Vegetables,40.43,2023-05-08
Groceries,Eggs,28.61,2023-03-12
Utilities,Electricity Bill,207.03,2024-05-12
Subscriptions,Gym Membership,44.72,2024-07-30
Dining,Food Delivery,79.39,2024-12-29
Groceries,Eggs,87.07,2024-07-28
Transportation,Bus Pass,44.67,2024-11-12
Subscriptions,iCloud,20.44,2024-08-09
Transportation,Fuel,129.42,2023-04-02
Transportation,Train Ticket,55.22,2023-12-22
Transportation,Uber Ride,37.46,2023-12-05
Groceries,Fruit,52.63,2023-11-19
Dining,Cafe,35.87,2024-08-25
Dining,Food Delivery,92.58,2024-09-23
Groceries,Cereal,91.07,2023-04-23
Housing,Landlord Payment,1657.61,2023-05-21
Dining,Cafe,39.52,2023-07-30
Groceries,Vegetables,120.75,2023-01-09
Groceries,Vegetables,26.47,2024-06-25
Groceries,Fruit,136.51,2024-03-12
Utilities,Electricity Bill,225.53,2024-09-20
Utilities,Phone Bill,170.88,2024-07-27
Subscriptions,Gym Membership,29.08,2023-12-24
Housing,Mortgage,1669.06,2023-09-11
Utilities,Gas Bill,202.12,2023-10-27
Dining,Food Delivery,114.9,2023-03-16
Subscriptions,Gym Membership,29.09,2024-02-10
Dining,Fast Food,121.71,2023-09-06
Subscriptions,Gym Membership,15.31,2024-04-06
Utilities,Phone Bill,232.02,2024-02-24
Utilities,Phone Bill,203.38,2024-11-04
Dining,Fast Food,27.65,2023-02-18
Dining,Cafe,24.89,2024-05-03
Dining,Fast Food,158.19,2024-11-16
Subscriptions,Prime Membership,27.89,2023-10-04
Groceries,Eggs,25.2,2023-01-09
Other,Electronics,113.05,2023-03-04
Dining,Restaurant,138.37,2023-02-14
Transportation,Bus Pass,126.09,2024-06-15
Utilities,Gas Bill,173.12,2024-02-27
Utilities,Internet Bill,213.08,2023-05-16
Housing,Rent,707.8,2023-01-11
Groceries,Chicken,115.5,2023-11-08
Utilities,Electricity Bill,59.87,2024-09-17
Groceries,Milk,165.48,2023-05-25
Housing,Mortgage,815.29,2023-04-28
Groceries,Cereal,70.0,2024-02-07
Housing,Landlord Payment,1745.82,2024-02-06
Groceries,Vegetables,127.46,2024-04-27
Other,Electronics,235.16,2023-03-22
Housing,Landlord Payment,988.52,2023-03-12
Utilities,Gas Bill,154.85,2023-07-13
Utilities,Gas Bill,118.19,2023-08-15
Groceries,Rice,187.24,2024-07-17
Utilities,Water Bill,94.71,2023-07-07
Groceries,Fruit,35.73,2024-11-17
Dining,Restaurant,137.99,2023-07-19
Utilities,Gas Bill,68.03,2024-02-21
Groceries,Bread,8.65,2023-08-26
Dining,Cafe,83.19,2024-12-10
Dining,Cafe,126.12,2024-07-07
Subscriptions,Netflix,26.64,2024-10-28
Utilities,Water Bill,158.73,2023-10-15
Utilities,Phone Bill,250.43,2023-06-06
Housing,Landlord Payment,788.99,2024-11-09
Other,Gift,222.65,2023-03-07
Transportation,Train Ticket,139.11,2023-11-06
Groceries,Vegetables,16.4,2023-08-22
Transportation,Bus Pass,132.72,2023-06-17
Groceries,Chicken,87.31,2023-12-13
Groceries,Vegetables,147.32,2023-06-13
Groceries,Eggs,106.46,2023-06-06
Dining,Fast Food,6.44,2023-01-17
Groceries,Fruit,116.86,2023-04-21
Groceries,Milk,49.8,2023-08-13
Groceries,Fruit,96.35,2023-03-11
Dining,Restaurant,108.9,2024-03-14
Subscriptions,Gym Membership,42.25,2023-01-11
Transportation,Fuel,21.6,2024-05-04
Dining,Food Delivery,121.39,2023-11-19
Groceries,Milk,38.84,2024-10-19
Utilities,Electricity Bill,43.39,2023-06-27
Housing,Landlord Payment,1551.67,2023-09-22
Subscriptions,Spotify,13.63,2023-08-10
Utilities,Water Bill,35.97,2024-07-07
Utilities,Electricity Bill,247.44,2024-08-18
Subscriptions,Netflix,7.73,2023-06-16
Other,Misc Expense,75.29,2024-01-18
Groceries,Fruit,183.68,2023-09-23
Dining,Cafe,118.1,2023-04-15
Subscriptions,iCloud,30.33,2024-12-08
Transportation,Bus Pass,59.12,2024-09-29
Subscriptions,Prime Membership,42.36,2023-07-07
Housing,Rent,1248.79,2024-10-17
Transportation,Car Maintenance,122.39,2024-03-27
Groceries,Cereal,127.64,2023-12-14
Transportation,Uber Ride,26.82,2023-11-21
Dining,Food Delivery,64.72,2024-06-30
Utilities,Gas Bill,239.99,2023-05-31
Housing,Mortgage,1036.11,2023-07-12
Transportation,Uber Ride,111.63,2023-04-13
Groceries,Bread,195.97,2023-05-03
Transportation,Car Maintenance,7.79,2024-12-14
Utilities,Phone Bill,122.74,2024-09-20
Groceries,Bread,93.61,2023-02-20
Housing,Mortgage,1101.59,2023-02-06
Subscriptions,Spotify,28.53,2023-12-27
Groceries,Chicken,140.42,2023-07-02
Dining,Restaurant,81.57,2023-06-26
Groceries,Cereal,189.34,2023-09-18
Groceries,Cereal,40.45,2023-01-22
Utilities,Gas Bill,60.17,2023-04-26
Utilities,Internet Bill,184.59,2024-12-02
Subscriptions,Prime Membership,40.04,2024-01-27
Subscriptions,Spotify,41.26,2023-01-02
Dining,Fast Food,36.37,2023-10-24
Utilities,Internet Bill,231.14,2023-01-19
Utilities,Phone Bill,142.29,2024-09-05
Dining,Food Delivery,6.82,2024-04-20
Groceries,Eggs,7.01,2024-01-19
Dining,Cafe,123.72,2024-12-01
Utilities,Phone Bill,205.03,2023-11-17
Groceries,Cereal,101.88,2024-09-30
Dining,Fast Food,66.58,2024-10-11
Dining,Fast Food,151.88,2024-09-04
Dining,Cafe,41.14,2023-07-09
Transportation,Fuel,67.43,2023-06-24
Groceries,Vegetables,115.61,2023-01-18
Transportation,Fuel,50.2,2023-03-27
Groceries,Eggs,10.42,2024-01-13
Dining,Fast Food,28.39,2023-10-20
Groceries,Vegetables,185.19,2024-02-25
Groceries,Eggs,120.33,2023-11-20
Subscriptions,Prime Membership,20.49,2024-03-22
Groceries,Eggs,130.92,2023-06-26
Subscriptions,Gym Membership,31.23,2023-07-04
Groceries,Fruit,19.82,2024-11-10
Utilities,Phone Bill,31.36,2024-11-15
Dining,Restaurant,35.15,2023-04-20
Groceries,Milk,13.5,2024-08-10
Transportation,Train Ticket,99.2,2023-06-10
Groceries,Bread,39.47,2023-06-05
Groceries,Eggs,157.51,2024-01-17
Dining,Restaurant,115.24,2024-07-05
Groceries,Fruit,110.97,2024-07-02
Transportation,Fuel,43.12,2023-01-09
Groceries,Bread,108.51,2023-09-26
Dining,Restaurant,65.37,2023-11-09
Subscriptions,Netflix,5.75,2024-02-02
Groceries,Cereal,91.24,2024-06-21
Transportation,Bus Pass,73.87,2024-02-02
Dining,Food Delivery,151.59,2024-02-13
Dining,Restaurant,97.35,2023-05-13
Groceries,Eggs,26.8,2023-05-25
Dining,Cafe,130.34,2023-07-03
Groceries,Eggs,8.34,2024-12-07
Groceries,Chicken,36.8,2023-09-17
Transportation,Uber Ride,40.83,2024-05-12
Housing,Landlord Payment,1847.35,2024-12-17
Housing,Rent,1380.14,2024-09-21
Transportation,Fuel,83.16,2024-08-31
Other,Pharmacy,145.12,2024-06-23
Groceries,Eggs,105.17,2023-07-23
Groceries,Milk,16.12,2024-03-18
Transportation,Uber Ride,103.78,2023-06-22
Dining,Restaurant,5.83,2023-07-21
Dining,Food Delivery,34.98,2024-02-10
Groceries,Bread,5.75,2024-10-08
Groceries,Eggs,57.68,2024-06-26
Housing,Landlord Payment,1750.17,2023-12-30
Dining,Fast Food,148.36,2024-09-22
Groceries,Milk,16.63,2024-02-12
Transportation,Fuel,24.63,2024-04-13
Subscriptions,Spotify,39.17,2023-07-01
Subscriptions,Spotify,40.16,2024-05-28
Dining,Cafe,109.34,2023-07-28
Groceries,Cereal,84.46,2023-03-27
Transportation,Uber Ride,123.89,2024-07-09
Housing,Mortgage,924.4,2024-04-10
Groceries,Fruit,112.67,2023-04-22
Groceries,Bread,42.03,2024-11-10
Transportation,Train Ticket,29.76,2023-08-20
Dining,Fast Food,20.37,2024-07-07
Subscriptions,Spotify,18.32,2023-07-11
Transportation,Car Maintenance,102.51,2023-03-06
Transportation,Bus Pass,99.74,2024-12-18
Groceries,Cereal,101.14,2023-04-08
Dining,Cafe,122.11,2024-01-15
Subscriptions,Spotify,4.26,2024-07-05
Transportation,Bus Pass,36.14,2023-03-18
Dining,Cafe,99.04,2024-02-24
Groceries,Bread,73.71,2024-08-30
Transportation,Car Maintenance,90.77,2024-07-08
Dining,Food Delivery,107.41,2023-07-02
Dining,Restaurant,158.55,2023-06-04
Dining,Cafe,62.14,2024-02-13
Transportation,Train Ticket,86.41,2023-12-29
Dining,Restaurant,26.45,2024-04-03
Groceries,Eggs,71.97,2023-08-17
Dining,Cafe,102.38,2023-01-10
Subscriptions,Gym Membership,40.35,2024-08-16
Housing,Rent,1339.83,2024-10-04
Transportation,Car Maintenance,58.86,2024-08-27
Other,Pharmacy,18.54,2024-03-24
Dining,Cafe,80.09,2024-07-29
Groceries,Cereal,64.86,2024-11-27
Transportation,Car Maintenance,50.57,2024-09-24
Housing,Mortgage,1278.72,2023-03-19
Other,Misc Expense,201.27,2024-05-31
Subscriptions,Netflix,20.85,2023-09-06
Utilities,Internet Bill,146.96,2024-10-07
Utilities,Internet Bill,197.27,2024-07-03
Subscriptions,Netflix,44.89,2023-10-27
Subscriptions,Prime Membership,5.15,2023-10-24
Utilities,Phone Bill,64.17,2024-10-17
Transportation,Fuel,122.87,2023-12-01
Other,Online Purchase,209.42,2023-02-02
Groceries,Eggs,192.43,2023-02-10
Utilities,Gas Bill,154.93,2023-03-04
Groceries,Eggs,57.76,2023-09-16
Utilities,Electricity Bill,205.99,2023-01-01
Dining,Fast Food,140.61,2023-02-12
Utilities,Gas Bill,181.69,2024-07-07
Dining,Cafe,45.6,2023-04-19
Dining,Cafe,157.56,2023-08-31
Groceries,Cereal,158.72,2023-01-14
Groceries,Rice,13.96,2023-12-20
Dining,Cafe,20.78,2024-09-02
Utilities,Water Bill,29.06,2024-01-02
Utilities,Electricity Bill,156.12,2024-08-01
Groceries,Cereal,195.86,2024-11-11
Subscriptions,Gym Membership,21.71,2024-08-06
Groceries,Cereal,183.23,2023-01-20
Dining,Cafe,30.11,2024-10-20
Subscriptions,Netflix,8.63,2023-07-28
Transportation,Uber Ride,8.57,2023-10-05
Housing,Mortgage,2122.03,2023-09-16
Groceries,Milk,81.71,2023-10-08
Dining,Cafe,91.59,2024-02-15
Subscriptions,Gym Membership,10.76,2023-02-09
Utilities,Water Bill,52.45,2023-12-19
Dining,Cafe,140.2,2023-05-21
Utilities,Internet Bill,205.51,2023-07-08
Housing,Rent,843.57,2023-01-09
Utilities,Water Bill,243.99,2024-10-25
Dining,Cafe,127.93,2023-09-22
Transportation,Fuel,126.31,2023-11-07
Transportation,Bus Pass,53.39,2023-08-17
Dining,Food Delivery,31.46,2023-08-26
Transportation,Bus Pass,2.84,2023-03-25
Other,Pharmacy,85.26,2023-12-23
Groceries,Eggs,141.8,2024-09-02
Groceries,Rice,81.91,2024-11-05
Groceries,Bread,186.45,2023-03-11
Housing,Mortgage,1017.08,2024-10-17
Groceries,Cereal,101.46,2024-03-11
Subscriptions,Prime Membership,30.34,2023-09-10
Dining,Food Delivery,115.42,2023-11-25
Dining,Fast Food,33.05,2024-11-15
Utilities,Gas Bill,57.89,2023-11-17
Groceries,Bread,195.61,2023-12-02
Transportation,Car Maintenance,13.6,2023-03-10
Groceries,Milk,108.17,2024-10-14
Groceries,Chicken,121.86,2023-09-22
Transportation,Bus Pass,39.16,2023-08-24
Subscriptions,Spotify,18.62,2023-05-25
Utilities,Phone Bill,196.97,2023-10-30
Groceries,Cereal,28.22,2024-08-17
Utilities,Phone Bill,132.97,2023-09-24
Utilities,Phone Bill,72.75,2023-12-08
Groceries,Milk,48.34,2023-05-08
Transportation,Fuel,13.47,2023-03-12
Dining,Fast Food,132.95,2024-06-17
Housing,Rent,1312.04,2023-02-08
Transportation,Car Maintenance,75.82,2023-06-29
